source	target	ligand	receptor	pair	ages_tested	positive_ages	nominal_ages	median_delta	min_p	min_fdr	priority_score	reported_in_external_p53_cellchat
Fibroblast	Cap	Ptn	Sdc3	Ptn–Sdc3	2	1	0	0.01956788420184208	0.2662337662337662	0.424686330618534	0.0	False
Myeloid	Cap	Col4a3	Sdc1	Col4a3–Sdc1	2	1	0	0.019387187434802056	0.3484848484848485	0.5051860890787065	0.0	False
Cap	Cap	Col4a4	Sdc4	Col4a4–Sdc4	2	1	0	0.019227038251168893	0.33116883116883117	0.4465860871801466	0.0	False
Fibroblast	Cap	Jam3	F11r	Jam3–F11r	2	1	0	0.019223386640703444	0.16017316017316016	0.24672075891588088	0.0	False
Fibroblast	Cap	Col4a3	Cd93	Col4a3–Cd93	2	1	0	0.01920726144441809	0.5086580086580087	0.6260992880183286	0.0	False
Myeloid	Cap-a	Adam17	Itga5	Adam17–Itga5	1	1	0	0.019172112426646404	0.8116883116883117	0.9053446553446554	0.0	False
Epithelial	Cap	Lrfn4	Ptprs	Lrfn4–Ptprs	2	2	0	0.019060069895012077	0.670995670995671	0.9149940968122787	0.0	False
Myeloid	Cap-a	Lama4	Itgav	Lama4–Itgav	1	1	0	0.019043930142550458	0.9242424242424242	0.963544070143055	0.0	False
Mural	Cap	Bmp5	Acvr1	Bmp5–Acvr1	2	1	0	0.018726112235684766	0.6212121212121212	0.8287755604828776	0.0	False
Lymphoid	Cap	Apoe	Vldlr	Apoe–Vldlr	2	1	0	0.018462936595705415	0.4588744588744589	0.692567496915323	0.0	False
Mural	Cap	Scarb1	Ptdss1	Scarb1–Ptdss1	2	1	0	0.018197289007132023	0.6731601731601732	0.7623515489624276	0.0	False
Epithelial	Cap-a	Col1a2	Itga2	Col1a2–Itga2	1	1	0	0.018171582020892973	0.8787878787878788	0.925113757382128	0.0	False
Cap	Cap	Lama1	Sv2a	Lama1–Sv2a	1	1	0	0.018080921942923434	0.948051948051948	0.9665020608134381	0.0	False
Mural	Cap	Farp2	Plxna2	Farp2–Plxna2	2	2	0	0.018070652854784708	0.8831168831168831	0.9236239950525665	0.0	False
Fibroblast	Cap	Bmp8a	Acvr2b	Bmp8a–Acvr2b	2	1	0	0.018021052509881064	0.8376623376623377	0.9048957621326043	0.0	False
Mural	Cap	Ccl11	Ackr2	Ccl11–Ackr2	2	1	0	0.017995763462132053	0.8116883116883117	0.8660852944690002	0.0	False
Mural	Cap-a	Dusp18	Itga1	Dusp18–Itga1	1	1	0	0.01798389420622737	0.948051948051948	0.9621255937045411	0.0	False
Cap	Cap	Il1b	Il1rap	Il1b–Il1rap	2	1	0	0.017723108195221715	0.5194805194805194	0.6396219851576994	0.0	False
Myeloid	Cap	Il33	Il1rap	Il33–Il1rap	1	1	0	0.01761687584665883	0.9199134199134199	0.9514434609976011	0.0	False
Epithelial	Cap-a	Ryk	Fzd1	Ryk–Fzd1	1	1	0	0.017604509112758127	0.8744588744588745	0.9235070485070486	0.0	False
Myeloid	Cap	Apoe	Lsr	Apoe–Lsr	1	1	0	0.017414956059244258	0.922077922077922	0.9514434609976011	0.0	False
Cap	Cap-a	Bambi	Acvr2a	Bambi–Acvr2a	1	1	0	0.01693574725389002	0.8441558441558441	0.9041466148065131	0.0	False
Myeloid	Cap-a	Dcn	Tgfb1	Dcn–Tgfb1	1	1	0	0.01677014537542254	0.8982683982683982	0.9563731722822632	0.0	False
Fibroblast	Cap-a	Ntn4	Unc5a	Ntn4–Unc5a	1	1	0	0.01671102081981246	0.9826839826839827	0.9865528172614787	0.0	False
Cap-a	Cap-a	Dll4	Notch4	Dll4–Notch4	1	1	0	0.016593726977410128	0.8484848484848485	0.9073392888421791	0.0	False
Cap-a	Cap-a	Notch4	Dll4	Notch4–Dll4	1	1	0	0.016593726977410128	0.8484848484848485	0.9073392888421791	0.0	False
Myeloid	Cap	App	Ncstn	App–Ncstn	2	1	0	0.016363032600952288	0.19264069264069264	0.573104315039799	0.0	False
Mural	Cap	Lama4	Itgav	Lama4–Itgav	2	1	0	0.016007214868792863	0.6753246753246753	0.9445013701894437	0.0	False
Lymphoid	Cap	Sema3c	Plxnd1	Sema3c–Plxnd1	1	1	0	0.015963268158365906	0.8874458874458875	0.9576849237718803	0.0	False
Cap	Cap	Plxna1	Sema6d	Plxna1–Sema6d	2	1	0	0.01588384630181139	0.21428571428571427	0.31862133499688083	0.0	False
Cap	Cap	Sema6d	Plxna1	Sema6d–Plxna1	2	1	0	0.01588384630181139	0.21428571428571427	0.31862133499688083	0.0	False
Fibroblast	Cap	Ror1	Fzd1	Ror1–Fzd1	2	2	0	0.015868941808897086	0.9047619047619048	0.9824949698189135	0.0	False
Fibroblast	Cap-a	Thbs2	Itgb1	Thbs2–Itgb1	1	1	0	0.01576314481126939	0.9025974025974026	0.9381617024280068	0.0	False
Cap-a	Cap	Lamb2	Sv2a	Lamb2–Sv2a	1	1	0	0.015506200610533316	0.9783549783549783	0.983271335030129	0.0	False
Lymphoid	Cap-a	C4b	Cd46	C4b–Cd46	1	1	0	0.015421259513329066	0.9567099567099567	0.9934143870314084	0.0	False
Lymphoid	Cap-a	Tfpi	Vldlr	Tfpi–Vldlr	1	1	0	0.015291701765451693	0.8982683982683982	0.9752150394608494	0.0	False
Cap	Cap-a	Calm1	Fas	Calm1–Fas	1	1	0	0.015190946734893629	0.8181818181818182	0.8883517854358336	0.0	False
Myeloid	Cap	Lama2	Itga3	Lama2–Itga3	1	1	0	0.01513093324513548	0.9805194805194806	0.9857263479554502	0.0	False
Epithelial	Cap	Sema6a	Plxna4	Sema6a–Plxna4	2	1	0	0.015086941423555489	0.6212121212121212	0.7573682025736821	0.0	False
Fibroblast	Cap	Fgf2	Nrp1	Fgf2–Nrp1	2	2	0	0.01500671392199271	0.7813852813852814	0.9662988986697194	0.0	False
Mural	Cap	Bmp4	Bmpr2	Bmp4–Bmpr2	2	1	0	0.014956042068551945	0.3008658008658009	0.4212121212121212	0.0	False
Lymphoid	Cap-a	Lama5	Itga2	Lama5–Itga2	1	1	0	0.014954317332456668	0.9653679653679653	0.994495871903928	0.0	False
Cap	Cap	Tnf	Tnfrsf21	Tnf–Tnfrsf21	1	1	0	0.014919665026086104	0.9653679653679653	0.9988383709313943	0.0	False
Lymphoid	Cap-a	Inhba	Acvr1b	Inhba–Acvr1b	1	1	0	0.01474823461604613	0.9718614718614719	0.994495871903928	0.0	False
Myeloid	Cap-a	Calr	Scarf1	Calr–Scarf1	1	1	0	0.014632339649670811	0.7813852813852814	0.8828638893573959	0.0	False
Lymphoid	Cap	Tgfb1	Tgfbr2	Tgfb1–Tgfbr2	2	1	0	0.014574013981144773	0.42207792207792205	0.6647995770133175	0.0	False
Lymphoid	Cap-a	Pf4	Ldlr	Pf4–Ldlr	1	1	0	0.014436254151973804	0.987012987012987	0.9986453201970444	0.0	False
Fibroblast	Cap	Lefty1	Bmp2	Lefty1–Bmp2	2	2	0	0.01411885811406921	0.9437229437229437	0.9731498660070089	0.0	False
Fibroblast	Cap-a	Pf4	Sdc2	Pf4–Sdc2	1	1	0	0.014110193899703694	0.987012987012987	0.988304888828449	0.0	False
Epithelial	Cap	Gdf5	Acvr2a	Gdf5–Acvr2a	2	1	0	0.013769799351951328	0.16017316017316016	0.26833715304303535	0.0	False
Fibroblast	Cap-a	Bmp4	Bmpr2	Bmp4–Bmpr2	1	1	0	0.013582211459123528	0.8073593073593074	0.8602087327714069	0.0	False
Epithelial	Cap	Col3a1	Itgb1	Col3a1–Itgb1	2	1	0	0.013527894134791829	0.5865800865800865	0.7263391680782985	0.0	False
Epithelial	Cap-a	Sdc1	Adgra2	Sdc1–Adgra2	1	1	0	0.013515322882764025	0.9025974025974026	0.9426492683228024	0.0	False
Cap	Cap-a	Sema6d	Kdr	Sema6d–Kdr	1	1	0	0.013372060337534464	0.7402597402597403	0.8322991395815552	0.0	False
Cap-a	Cap	Kdr	Sema6d	Kdr–Sema6d	1	1	0	0.013372060337534464	0.7402597402597403	0.8209904697889912	0.0	False
Myeloid	Cap	Lrpap1	Sort1	Lrpap1–Sort1	2	1	0	0.013180370550391451	0.7987012987012987	0.8832055316696955	0.0	False
Lymphoid	Cap-a	Lamb3	Itga2	Lamb3–Itga2	1	1	0	0.013081404145962594	0.9112554112554112	0.9783828816977987	0.0	False
Fibroblast	Cap	Col1a2	Cd93	Col1a2–Cd93	2	1	0	0.012934799689948928	0.6623376623376623	0.9459265970893879	0.0	False
Lymphoid	Cap	Jag1	Notch4	Jag1–Notch4	2	1	0	0.012830129750021957	0.15367965367965367	0.3562835416768001	0.0	False
Fibroblast	Cap	Icam2	Itgal	Icam2–Itgal	1	1	0	0.012783710607076504	0.9523809523809523	0.9747286295793759	0.0	False
Epithelial	Cap-a	Col1a1	Cd93	Col1a1–Cd93	1	1	0	0.012352908193478562	0.9069264069264069	0.9441777285379181	0.0	False
Cap	Cap-a	Lama5	Dag1	Lama5–Dag1	1	1	0	0.012217394681786509	0.8571428571428571	0.9118847539015607	0.0	False
Mural	Cap	Inhba	Acvr2a	Inhba–Acvr2a	2	2	0	0.012123065663236066	0.9047619047619048	0.9528492471888698	0.0	False
Lymphoid	Cap	Fbn1	Itga5	Fbn1–Itga5	2	1	0	0.012059785285903013	0.8571428571428571	0.9505366885046029	0.0	False
Lymphoid	Cap-a	Tnf	Tnfrsf1b	Tnf–Tnfrsf1b	1	1	0	0.012053919854950967	0.948051948051948	0.9934143870314084	0.0	False
Mural	Cap-a	Col1a1	Flt4	Col1a1–Flt4	1	1	0	0.012023136521183808	0.8896103896103896	0.9227407075682938	0.0	False
Lymphoid	Cap	Col1a2	Sdc1	Col1a2–Sdc1	2	1	0	0.011938071101189385	0.8116883116883117	0.9317327932006831	0.0	False
Epithelial	Cap-a	Kdr	Sema6d	Kdr–Sema6d	1	1	0	0.011459590442482792	0.9393939393939394	0.9627692162684388	0.0	False
Cap-a	Cap-a	Lamb1	Itga6	Lamb1–Itga6	1	1	0	0.011427802129915676	0.9458874458874459	0.9667910358518094	0.0	False
Lymphoid	Cap-a	Il2	Cd53	Il2–Cd53	1	1	0	0.01102257683836294	0.9935064935064936	0.9986453201970444	0.0	False
Mural	Cap	Adm	Ramp2	Adm–Ramp2	1	1	0	0.010986858433792879	0.9761904761904762	0.9856380178960824	0.0	False
Cap-a	Cap-a	Adam15	Itga5	Adam15–Itga5	1	1	0	0.010902476334590183	0.9199134199134199	0.9529855619241094	0.0	False
Fibroblast	Cap	Penk	Ogfr	Penk–Ogfr	2	1	0	0.010673879872872938	0.4805194805194805	0.7810149979830091	0.0	False
Cap	Cap-a	Gas6	Mertk	Gas6–Mertk	1	1	0	0.010167055431889338	0.9372294372294372	0.9599777245408313	0.0	False
Lymphoid	Cap	S100a9	Tlr4	S100a9–Tlr4	2	1	0	0.010007582540650484	0.20562770562770563	0.4242784992784993	0.0	False
Fibroblast	Cap-a	Ecm1	Cachd1	Ecm1–Cachd1	1	1	0	0.009877143129440658	0.9718614718614719	0.9830209368467944	0.0	False
Fibroblast	Cap-a	Col4a4	Sdc4	Col4a4–Sdc4	1	1	0	0.009680587432043364	0.9307359307359307	0.9531633025608929	0.0	False
Fibroblast	Cap-a	Nrp1	Kdr	Nrp1–Kdr	1	1	0	0.009536675541942152	0.9069264069264069	0.9401066413261535	0.0	False
Epithelial	Cap-a	Pf4	Sdc2	Pf4–Sdc2	1	1	0	0.009108721503755302	0.987012987012987	0.9945589578617101	0.0	False
Mural	Cap-a	Col4a3	Itgav	Col4a3–Itgav	1	1	0	0.008894536575930534	0.9653679653679653	0.9779360424521716	0.0	False
Fibroblast	Cap	Col4a4	Sdc1	Col4a4–Sdc1	2	1	0	0.008732843599595475	0.2813852813852814	0.3962561166677805	0.0	False
Fibroblast	Cap-a	H2-D1	Notch4	H2-D1–Notch4	1	1	0	0.008666168610637293	0.922077922077922	0.9493803639160302	0.0	False
Epithelial	Cap-a	Bdnf	Bex3	Bdnf–Bex3	1	1	0	0.008633470419410205	0.9307359307359307	0.9583671536796536	0.0	False
Fibroblast	Cap	Vegfd	Itga2	Vegfd–Itga2	2	1	0	0.008470217025005056	0.21212121212121213	0.31549187527448397	0.0	False
Cap	Cap-a	Calm1	Ptpra	Calm1–Ptpra	1	1	0	0.008452346892113383	0.8982683982683982	0.9335688820982938	0.0	False
Epithelial	Cap-a	Scarb1	Ptdss1	Scarb1–Ptdss1	1	1	0	0.008377258599550519	0.922077922077922	0.952428449293653	0.0	False
Myeloid	Cap	Nid1	Itgav	Nid1–Itgav	2	1	0	0.008263823702192363	0.8376623376623377	0.9122776383280584	0.0	False
Cap-a	Cap-a	Psen1	Notch4	Psen1–Notch4	1	1	0	0.007639878113415044	0.9329004329004329	0.9588143338143339	0.0	False
Fibroblast	Cap	Ryk	Fzd4	Ryk–Fzd4	2	1	0	0.007208259352359914	0.34415584415584416	0.7245508425765936	0.0	False
Myeloid	Cap-a	Gnai2	Tbxa2r	Gnai2–Tbxa2r	1	1	0	0.0071463500666881785	0.9567099567099567	0.9792207792207792	0.0	False
Cap-a	Cap-a	Bambi	Acvr2a	Bambi–Acvr2a	1	1	0	0.007145034340129364	0.9199134199134199	0.9529855619241094	0.0	False
Cap	Cap-a	Ryk	Fzd1	Ryk–Fzd1	1	1	0	0.0070787197956554415	0.9718614718614719	0.9786641929499073	0.0	False
Epithelial	Cap	Cadm1	Nectin3	Cadm1–Nectin3	2	1	0	0.007055967703654797	0.17316017316017315	0.2867210309070774	0.0	False
Cap-a	Cap	Ubc	Tgfbr1	Ubc–Tgfbr1	1	1	0	0.00693854589391929	0.9199134199134199	0.9402862895196795	0.0	False
Fibroblast	Cap-a	Il15	Il2rg	Il15–Il2rg	1	1	0	0.006543108704485157	0.9567099567099567	0.975844155844156	0.0	False
Cap	Cap-a	Fn1	Il17rc	Fn1–Il17rc	1	1	0	0.00648208409022466	0.9588744588744589	0.9758320457677371	0.0	False
Epithelial	Cap-a	Vegfd	Itga2	Vegfd–Itga2	1	1	0	0.00642350631546007	0.9718614718614719	0.9844833081029399	0.0	False
Mural	Cap	Fmod	Tgfb1	Fmod–Tgfb1	2	1	0	0.006214809880036309	0.2597402597402597	0.37507348618459735	0.0	False
Myeloid	Cap	Calm1	Hmmr	Calm1–Hmmr	1	1	0	0.005963185829043205	0.987012987012987	1.0	0.0	False
Myeloid	Cap	Apoc1	Vldlr	Apoc1–Vldlr	2	1	0	0.005949593959031052	0.3246753246753247	0.4814407560402984	0.0	False
Mural	Cap	Bmp2	Acvr1	Bmp2–Acvr1	2	1	0	0.005798498091041493	0.16017316017316016	0.48756669686902243	0.0	False
Myeloid	Cap-a	Ccl25	Ackr2	Ccl25–Ackr2	1	1	0	0.00570197107777437	0.9653679653679653	0.9831255700820918	0.0	False
Cap-a	Cap-a	Tbc1d24	Neo1	Tbc1d24–Neo1	1	1	0	0.0056346807165097434	0.9891774891774892	0.9927549846175525	0.0	False
Lymphoid	Cap-a	Col3a1	Itga2	Col3a1–Itga2	1	1	0	0.0056314382284012865	0.9588744588744589	0.9934143870314084	0.0	False
Myeloid	Cap-a	Col1a2	Itgb1	Col1a2–Itgb1	1	1	0	0.00559195961076675	0.9285714285714286	0.963544070143055	0.0	False
Myeloid	Cap-a	Ntn1	Unc5a	Ntn1–Unc5a	1	1	0	0.005359632309394735	0.987012987012987	0.9935386927122465	0.0	False
Fibroblast	Cap	App	Ncstn	App–Ncstn	2	1	0	0.005331146296970957	0.1406926406926407	0.35604141721162996	0.0	False
Fibroblast	Cap-a	Bmp5	Bmpr2	Bmp5–Bmpr2	1	1	0	0.005255188678254363	0.8766233766233766	0.9186532645436756	0.0	False
Mural	Cap	Il1b	Il1rap	Il1b–Il1rap	2	1	0	0.005162476619324785	0.5497835497835498	0.6673008107985686	0.0	False
Fibroblast	Cap	Dusp18	Itga1	Dusp18–Itga1	2	1	0	0.005098724956825285	0.8874458874458875	0.9791731540673713	0.0	False
Myeloid	Cap	Pf4	Thbd	Pf4–Thbd	2	2	0	0.005071132897207065	0.9437229437229437	0.9857263479554502	0.0	False
Mural	Cap-a	Farp2	Plxna4	Farp2–Plxna4	1	1	0	0.005016591871950027	0.9718614718614719	0.9809930561608414	0.0	False
Mural	Cap	Vtn	Tnfrsf11b	Vtn–Tnfrsf11b	2	1	0	0.004968945640726807	0.8896103896103896	0.9236239950525665	0.0	False
Cap	Cap	Lama5	Bcam	Lama5–Bcam	2	1	0	0.004935655701832076	0.5281385281385281	0.6411093362965021	0.0	False
Myeloid	Cap	Col1a2	Itgb1	Col1a2–Itgb1	2	1	0	0.004391836323722309	0.7770562770562771	0.8748159057437407	0.0	False
Epithelial	Cap-a	Tgfb1	Acvrl1	Tgfb1–Acvrl1	1	1	0	0.004327829355877277	0.9718614718614719	0.9844833081029399	0.0	False
Mural	Cap	Clcf1	Il6st	Clcf1–Il6st	1	1	0	0.003703039336609315	0.9978354978354979	1.0	0.0	False
Fibroblast	Cap	Bmp2	Bmpr2	Bmp2–Bmpr2	2	1	0	0.0036585907844037813	0.16017316017316016	0.24672075891588088	0.0	False
Mural	Cap-a	Pdgfd	Pdgfrb	Pdgfd–Pdgfrb	1	1	0	0.0034048970698612457	0.987012987012987	0.9896450216450217	0.0	False
Myeloid	Cap	Mdk	Itgb1	Mdk–Itgb1	2	1	0	0.0030706654312409043	0.7965367965367965	0.9647024924362484	0.0	False
Mural	Cap	Egf	Ldlr	Egf–Ldlr	2	1	0	0.0029216688783939015	0.42207792207792205	0.5492424242424242	0.0	False
Lymphoid	Cap-a	Sema3f	Plxna1	Sema3f–Plxna1	1	1	0	0.002777950763456438	0.9956709956709957	0.9990984345545447	0.0	False
Fibroblast	Cap-a	Jag1	Notch2	Jag1–Notch2	1	1	0	0.002546957553144047	0.987012987012987	0.988304888828449	0.0	False
Mural	Cap	Apoe	Ldlr	Apoe–Ldlr	2	1	0	0.002216722951111638	0.1774891774891775	0.6386130209659622	0.0	False
Lymphoid	Cap	Adam15	Itga5	Adam15–Itga5	1	1	0	0.0021946153542065083	0.9978354978354979	1.0	0.0	False
Epithelial	Cap-a	Inhba	Tgfb1	Inhba–Tgfb1	1	1	0	0.0016327851891171363	0.9956709956709957	0.9971841734759669	0.0	False
Epithelial	Cap	Col5a2	Itgb1	Col5a2–Itgb1	2	1	0	0.0015086370718480069	0.7640692640692641	0.8802869191218706	0.0	False
Epithelial	Cap-a	Cxcl12	Ackr3	Cxcl12–Ackr3	1	1	0	0.0014858490312303907	0.987012987012987	0.9945589578617101	0.0	False
Myeloid	Cap-a	Porcn	Wnt4	Porcn–Wnt4	1	1	0	0.0013532540548925054	1.0	1.0	-0.0	False
Fibroblast	Cap	Col1a2	Flt4	Col1a2–Flt4	2	1	0	0.0010374579677288054	0.05411255411255411	0.09983462230653242	0.0	False
Fibroblast	Cap-a	Fgf2	Sdc3	Fgf2–Sdc3	1	1	0	0.0010106230650324122	0.9826839826839827	0.9865528172614787	0.0	False
Epithelial	Cap-a	Calm1	Fas	Calm1–Fas	1	1	0	0.0006114390721680962	0.9913419913419913	0.9971841734759669	0.0	False
Lymphoid	Cap	Lamb2	Itgb1	Lamb2–Itgb1	1	1	0	0.00028732116048280076	0.9956709956709957	1.0	0.0	False
Cap-a	Cap	App	Ncstn	App–Ncstn	1	0	0	-0.00034973525449721876	0.9935064935064936	0.9935064935064934	0.0	False
Myeloid	Cap	Rps27a	Ldlr	Rps27a–Ldlr	2	1	1	-0.0003955887945661374	0.017316017316017316	0.31976911976911976	0.0	False
Myeloid	Cap-a	Col6a1	Itga2	Col6a1–Itga2	1	0	0	-0.0006492986812371981	0.9935064935064936	0.9951405502392345	0.0	False
Cap-a	Cap-a	Nrxn2	Adgrl1	Nrxn2–Adgrl1	1	0	0	-0.0006530539571589777	0.9978354978354979	0.9996366449435041	0.0	False
Fibroblast	Cap-a	Penk	Ogfr	Penk–Ogfr	1	0	0	-0.0007141342109306947	0.9978354978354979	0.9978354978354977	0.0	False
Epithelial	Cap	Col4a4	Cd93	Col4a4–Cd93	2	1	0	-0.000788059017927889	0.15584415584415584	0.26231924104264526	0.0	False
Myeloid	Cap	Sdc1	Adgra2	Sdc1–Adgra2	2	1	0	-0.0008573829940206057	0.6233766233766234	0.8582326764144945	0.0	False
Lymphoid	Cap	Hspa1a	Tlr4	Hspa1a–Tlr4	2	1	0	-0.0008984169898549332	0.2878787878787879	0.5210437710437711	0.0	False
Cap-a	Cap-a	Fn1	Col13a1	Fn1–Col13a1	1	0	0	-0.0010419977231086452	1.0	1.0	-0.0	False
Mural	Cap	Grem1	Bmp2	Grem1–Bmp2	2	1	0	-0.001090370296674692	0.29653679653679654	0.41658802558456537	0.0	False
Mural	Cap	Nog	Bmp2	Nog–Bmp2	2	1	1	-0.0011173091381996292	0.004329004329004329	0.011525086934923	0.0	False
Fibroblast	Cap-a	Tgfb2	Eng	Tgfb2–Eng	1	0	0	-0.0013563627680994728	0.9826839826839827	0.9865528172614787	0.0	False
Fibroblast	Cap	Col11a1	Itgb1	Col11a1–Itgb1	1	0	0	-0.001491456965278637	0.9956709956709957	0.9982605171161738	0.0	False
Fibroblast	Cap-a	Mfap5	Notch1	Mfap5–Notch1	1	0	0	-0.001862506474219039	0.9696969696969697	0.9825406381697773	0.0	False
Myeloid	Cap	Calm1	Kcnq1	Calm1–Kcnq1	2	1	0	-0.001999883386513801	0.08874458874458875	0.18140849686591012	0.0	False
Epithelial	Cap-a	Fbn1	Itgb1	Fbn1–Itgb1	1	0	0	-0.002005371505727549	0.9956709956709957	0.9971841734759669	0.0	False
Cap	Cap	Tgfb1	Acvrl1	Tgfb1–Acvrl1	2	1	0	-0.002131910703386808	0.6320346320346321	0.7270533520533521	0.0	False
Mural	Cap	Vegfc	Nrp2	Vegfc–Nrp2	1	0	0	-0.0021871732125937626	0.9935064935064936	0.9971906955837735	0.0	False
Fibroblast	Cap	Il1rn	Il1r1	Il1rn–Il1r1	2	1	0	-0.002191265416332522	0.6125541125541125	0.721530740899464	0.0	False
Epithelial	Cap	Vegfd	Itga2	Vegfd–Itga2	2	1	0	-0.0024854726863490217	0.6493506493506493	0.7822972289977366	0.0	False
Cap	Cap	Calm1	Plpp6	Calm1–Plpp6	2	1	1	-0.0025278969271282925	0.0021645021645021645	0.0073701298701298705	0.0	False
Myeloid	Cap-a	Jag1	Notch2	Jag1–Notch2	1	0	0	-0.0025691983480626845	0.9891774891774892	0.994074407440744	0.0	False
Lymphoid	Cap	Inhba	Acvr1b	Inhba–Acvr1b	1	0	0	-0.002583253925968698	0.9978354978354979	1.0	0.0	False
Fibroblast	Cap	Egf	Adrb2	Egf–Adrb2	2	1	0	-0.002751382671951297	0.21861471861471862	0.3233922233922234	0.0	False
Mural	Cap-a	Lpl	Vldlr	Lpl–Vldlr	1	0	0	-0.0027800583327217687	0.9826839826839827	0.9879389772437901	0.0	False
Cap-a	Cap	Col4a4	Itgav	Col4a4–Itgav	1	0	0	-0.003047006646296868	0.9913419913419913	0.9935064935064934	0.0	False
Fibroblast	Cap	Lamb1	Itga2	Lamb1–Itga2	2	1	0	-0.0031205430057084094	0.5541125541125541	0.6670475174874002	0.0	False
Epithelial	Cap	Il33	Il1rap	Il33–Il1rap	2	1	0	-0.0032471543558112437	0.9329004329004329	0.9710893395103921	0.0	False
Epithelial	Cap	Col6a1	Itga2	Col6a1–Itga2	2	1	0	-0.003381101278145504	0.7012987012987013	0.8280674549331266	0.0	False
Lymphoid	Cap	Sema3f	Plxna1	Sema3f–Plxna1	1	0	0	-0.0034115412124817723	0.9935064935064936	1.0	0.0	False
Fibroblast	Cap	C3	Cd46	C3–Cd46	2	1	0	-0.0034751637259480272	0.25757575757575757	0.4947324675324676	0.0	False
Myeloid	Cap	Timp3	Kdr	Timp3–Kdr	2	1	1	-0.0035065882554530248	0.015151515151515152	0.045454545454545456	0.0	False
Myeloid	Cap	Fbn1	Itgav	Fbn1–Itgav	2	1	0	-0.0035831811814528436	0.5887445887445888	0.7985591051284482	0.0	False
Mural	Cap	Calm1	Insr	Calm1–Insr	2	1	0	-0.00364803930811064	0.2619047619047619	0.37507348618459735	0.0	False
Myeloid	Cap-a	Col1a2	Cd93	Col1a2–Cd93	1	0	0	-0.0037607661238423518	0.9632034632034632	0.9825643368356937	0.0	False
Mural	Cap	Tgfb1	Cav1	Tgfb1–Cav1	2	1	0	-0.003944057097123199	0.1406926406926407	0.3042580501144037	0.0	False
Epithelial	Cap	Ubc	Tgfbr2	Ubc–Tgfbr2	2	1	0	-0.00398910496415672	0.6082251082251082	0.7453636438145904	0.0	False
Myeloid	Cap	H2-Q7	Canx	H2-Q7–Canx	2	1	0	-0.004074845330848786	0.41774891774891776	0.637012987012987	0.0	False
Fibroblast	Cap	Fn1	Itga8	Fn1–Itga8	2	1	0	-0.004191988288810844	0.1277056277056277	0.20477796942640694	0.0	False
Fibroblast	Cap	Ubc	Tgfbr2	Ubc–Tgfbr2	2	0	0	-0.004245628408090063	0.8484848484848485	0.9141811818977174	0.0	False
Myeloid	Cap	Sema7a	Plxnc1	Sema7a–Plxnc1	2	1	0	-0.004382684432689188	0.6190476190476191	0.7526132404181185	0.0	False
Mural	Cap	Gdf5	Acvr2b	Gdf5–Acvr2b	1	0	0	-0.004509057839404029	0.9956709956709957	1.0	0.0	False
Epithelial	Cap-a	Calm1	Ptpra	Calm1–Ptpra	1	0	0	-0.00459052841881924	0.9502164502164502	0.970841303399443	0.0	False
Lymphoid	Cap-a	Col6a1	Sdc4	Col6a1–Sdc4	1	0	0	-0.004628982952112448	0.987012987012987	0.9986453201970444	0.0	False
Epithelial	Cap	Tnc	Itgav	Tnc–Itgav	2	1	0	-0.004772505406942074	0.22077922077922077	0.6334744550603582	0.0	False
Mural	Cap-a	Jag1	Notch4	Jag1–Notch4	1	0	0	-0.004815226690439545	0.9415584415584416	0.9568269568269568	0.0	False
Myeloid	Cap-a	Wnt5a	Mcam	Wnt5a–Mcam	1	0	0	-0.0053335576379600624	0.9805194805194806	0.9886363636363636	0.0	False
Myeloid	Cap	H2-Q10	Notch4	H2-Q10–Notch4	2	1	2	-0.00534299598721133	0.010822510822510822	0.07442353564802545	0.0	False
Lymphoid	Cap-a	Lamb2	Itgb1	Lamb2–Itgb1	1	0	0	-0.005374490496642181	0.9891774891774892	0.9986453201970444	0.0	False
Fibroblast	Cap	Gdf10	Tgfbr1	Gdf10–Tgfbr1	2	1	1	-0.005390841422986625	0.0021645021645021645	0.007373677498158825	0.0	False
Fibroblast	Cap	Calm1	Kcnq1	Calm1–Kcnq1	2	1	1	-0.0054113075254988985	0.03463203463203463	0.06884479523704705	0.0	False
Lymphoid	Cap	Notch1	Jag1	Notch1–Jag1	2	1	0	-0.00549392948111338	0.07575757575757576	0.21315426997245182	0.0	False
Lymphoid	Cap-a	Tbc1d24	Neo1	Tbc1d24–Neo1	1	0	0	-0.005515210329413045	0.948051948051948	0.9934143870314084	0.0	False
Mural	Cap	Ubb	Tgfbr2	Ubb–Tgfbr2	2	1	0	-0.00556298294374491	0.3246753246753247	0.4460852176588217	0.0	False
Mural	Cap	Bmp5	Acvrl1	Bmp5–Acvrl1	2	1	0	-0.005585900454277315	0.05411255411255411	0.09593754135238851	0.0	False
Fibroblast	Cap	Efnb3	Ephb4	Efnb3–Ephb4	2	1	0	-0.005630325119281965	0.5714285714285714	0.7587431295296464	0.0	False
Lymphoid	Cap-a	Il18	Il18bp	Il18–Il18bp	1	0	0	-0.005910534270770151	0.9805194805194806	0.9976315133383198	0.0	False
Lymphoid	Cap	Col1a1	Cd93	Col1a1–Cd93	2	1	0	-0.006054111288160247	0.36147186147186144	0.6080192452475061	0.0	False
Epithelial	Cap	Efnb1	Epha2	Efnb1–Epha2	2	1	0	-0.006258933055356852	0.13636363636363635	0.3165743210889938	0.0	False
